ID	Symbol	Type
Cux1	ENSMUSG00000029705	Cux1	Gene Expression
Gm16599	ENSMUSG00000086220	Gm16599	Gene Expression
A430110C17Rik	ENSMUSG00000102415	A430110C17Rik	Gene Expression
Gm38082	ENSMUSG00000104369	Gm38082	Gene Expression
Myl10	ENSMUSG00000005474	Myl10	Gene Expression
Col26a1	ENSMUSG00000004415	Col26a1	Gene Expression
Gm20485	ENSMUSG00000092402	Gm20485	Gene Expression
Ift22	ENSMUSG00000007987	Ift22	Gene Expression
4933404O12Rik	ENSMUSG00000097908	4933404O12Rik	Gene Expression
Fis1	ENSMUSG00000019054	Fis1	Gene Expression
Cldn15	ENSMUSG00000001739	Cldn15	Gene Expression
Znhit1	ENSMUSG00000059518	Znhit1	Gene Expression
Plod3	ENSMUSG00000004846	Plod3	Gene Expression
Gm7284	ENSMUSG00000087244	Gm7284	Gene Expression
Vgf	ENSMUSG00000037428	Vgf	Gene Expression
Ap1s1	ENSMUSG00000004849	Ap1s1	Gene Expression
Serpine1	ENSMUSG00000037411	Serpine1	Gene Expression
Trim56	ENSMUSG00000043279	Trim56	Gene Expression
Muc3	ENSMUSG00000037390	Muc3	Gene Expression
Gm40348	ENSMUSG00000106466	Gm40348	Gene Expression
Gm20768	ENSMUSG00000106190	Gm20768	Gene Expression
Muc3a	ENSMUSG00000094840	Muc3a	Gene Expression
Ache	ENSMUSG00000023328	Ache	Gene Expression
Ufsp1	ENSMUSG00000051502	Ufsp1	Gene Expression
Srrt	ENSMUSG00000037364	Srrt	Gene Expression
Trip6	ENSMUSG00000023348	Trip6	Gene Expression
Slc12a9	ENSMUSG00000037344	Slc12a9	Gene Expression
Ephb4	ENSMUSG00000029710	Ephb4	Gene Expression
Zan	ENSMUSG00000079173	Zan	Gene Expression
Rpl36-ps9	ENSMUSG00000106476	Rpl36-ps9	Gene Expression
Pop7	ENSMUSG00000029715	Pop7	Gene Expression
9130604C24Rik	ENSMUSG00000105851	9130604C24Rik	Gene Expression
Gm8066	ENSMUSG00000106237	Gm8066	Gene Expression
Gigyf1	ENSMUSG00000029714	Gigyf1	Gene Expression
Gnb2	ENSMUSG00000029713	Gnb2	Gene Expression
Gm17112	ENSMUSG00000090873	Gm17112	Gene Expression
Actl6b	ENSMUSG00000029712	Actl6b	Gene Expression
Tfr2	ENSMUSG00000029716	Tfr2	Gene Expression
Mospd3	ENSMUSG00000037221	Mospd3	Gene Expression
Gm7285	ENSMUSG00000105408	Gm7285	Gene Expression
Pcolce	ENSMUSG00000029718	Pcolce	Gene Expression
Fbxo24	ENSMUSG00000089984	Fbxo24	Gene Expression
Gm36266	ENSMUSG00000106617	Gm36266	Gene Expression
Gm16089	ENSMUSG00000081228	Gm16089	Gene Expression
Lrch4	ENSMUSG00000093445	Lrch4	Gene Expression
Gm20605	ENSMUSG00000029720	Gm20605	Gene Expression
Irs3	ENSMUSG00000047182	Irs3	Gene Expression
Agfg2	ENSMUSG00000029722	Agfg2	Gene Expression
Gm15498	ENSMUSG00000079163	Gm15498	Gene Expression
Gm15753	ENSMUSG00000082088	Gm15753	Gene Expression
Nyap1	ENSMUSG00000045348	Nyap1	Gene Expression
Tsc22d4	ENSMUSG00000029723	Tsc22d4	Gene Expression
Ppp1r35	ENSMUSG00000029725	Ppp1r35	Gene Expression
Mepce	ENSMUSG00000029726	Mepce	Gene Expression
Zcwpw1	ENSMUSG00000037108	Zcwpw1	Gene Expression
Pilra	ENSMUSG00000046245	Pilra	Gene Expression
Pilrb1	ENSMUSG00000066684	Pilrb1	Gene Expression
Gm36551	ENSMUSG00000106478	Gm36551	Gene Expression
Pilrb2	ENSMUSG00000066682	Pilrb2	Gene Expression
Gjc3	ENSMUSG00000056966	Gjc3	Gene Expression
Azgp1	ENSMUSG00000037053	Azgp1	Gene Expression
Gm29127	ENSMUSG00000100543	Gm29127	Gene Expression
Smok3a	ENSMUSG00000075599	Smok3a	Gene Expression
Smok3b	ENSMUSG00000079156	Smok3b	Gene Expression
Smok3c	ENSMUSG00000075598	Smok3c	Gene Expression
Zkscan1	ENSMUSG00000029729	Zkscan1	Gene Expression
Zscan21	ENSMUSG00000037017	Zscan21	Gene Expression
Zfp113	ENSMUSG00000037007	Zfp113	Gene Expression
Cops6	ENSMUSG00000019494	Cops6	Gene Expression
Mcm7	ENSMUSG00000029730	Mcm7	Gene Expression
Ap4m1	ENSMUSG00000019518	Ap4m1	Gene Expression
Taf6	ENSMUSG00000036980	Taf6	Gene Expression
Cnpy4	ENSMUSG00000036968	Cnpy4	Gene Expression
Mblac1	ENSMUSG00000049285	Mblac1	Gene Expression
Gm43645	ENSMUSG00000106338	Gm43645	Gene Expression
Nxpe5	ENSMUSG00000047592	Nxpe5	Gene Expression
Lamtor4	ENSMUSG00000050552	Lamtor4	Gene Expression
BC037034	ENSMUSG00000036948	BC037034	Gene Expression
6330418K02Rik	ENSMUSG00000085227	6330418K02Rik	Gene Expression
Gpc2	ENSMUSG00000029510	Gpc2	Gene Expression
Stag3	ENSMUSG00000036928	Stag3	Gene Expression
Pvrig	ENSMUSG00000109713	Pvrig	Gene Expression
Pvrig-ps	ENSMUSG00000106161	Pvrig-ps	Gene Expression
Gm10874	ENSMUSG00000075591	Gm10874	Gene Expression
Got2-ps1	ENSMUSG00000080935	Got2-ps1	Gene Expression
Zfp157	ENSMUSG00000036898	Zfp157	Gene Expression
Gm5564	ENSMUSG00000046440	Gm5564	Gene Expression
1700123K08Rik	ENSMUSG00000029526	1700123K08Rik	Gene Expression
Zfp68	ENSMUSG00000058291	Zfp68	Gene Expression
Gm42815	ENSMUSG00000104686	Gm42815	Gene Expression
A430033K04Rik	ENSMUSG00000056014	A430033K04Rik	Gene Expression
Fam20c	ENSMUSG00000025854	Fam20c	Gene Expression
Gm5294	ENSMUSG00000094504	Gm5294	Gene Expression
Pdgfa	ENSMUSG00000025856	Pdgfa	Gene Expression
6330403L08Rik	ENSMUSG00000075585	6330403L08Rik	Gene Expression
Prkar1b	ENSMUSG00000025855	Prkar1b	Gene Expression
Gm15672	ENSMUSG00000086873	Gm15672	Gene Expression
Dnaaf5	ENSMUSG00000025857	Dnaaf5	Gene Expression
Sun1	ENSMUSG00000036817	Sun1	Gene Expression
4930520M14Rik	ENSMUSG00000106127	4930520M14Rik	Gene Expression
Get4	ENSMUSG00000025858	Get4	Gene Expression
Adap1	ENSMUSG00000056413	Adap1	Gene Expression
Cox19	ENSMUSG00000045438	Cox19	Gene Expression
3110082I17Rik	ENSMUSG00000053553	3110082I17Rik	Gene Expression
Gpr146	ENSMUSG00000044197	Gpr146	Gene Expression
C130050O18Rik	ENSMUSG00000044092	C130050O18Rik	Gene Expression
Gper1	ENSMUSG00000053647	Gper1	Gene Expression
Zfand2a	ENSMUSG00000053581	Zfand2a	Gene Expression
4930500L23Rik	ENSMUSG00000106056	4930500L23Rik	Gene Expression
Uncx	ENSMUSG00000029546	Uncx	Gene Expression
Micall2	ENSMUSG00000036718	Micall2	Gene Expression
Ints1	ENSMUSG00000029547	Ints1	Gene Expression
Mafk	ENSMUSG00000018143	Mafk	Gene Expression
Tmem184a	ENSMUSG00000036687	Tmem184a	Gene Expression
Psmg3	ENSMUSG00000029551	Psmg3	Gene Expression
Elfn1	ENSMUSG00000048988	Elfn1	Gene Expression
Gm43704	ENSMUSG00000106090	Gm43704	Gene Expression
Mad1l1	ENSMUSG00000029554	Mad1l1	Gene Expression
Gm43702	ENSMUSG00000105453	Gm43702	Gene Expression
Gm43338	ENSMUSG00000105679	Gm43338	Gene Expression
Nudt1	ENSMUSG00000036639	Nudt1	Gene Expression
Mrm2	ENSMUSG00000029557	Mrm2	Gene Expression
Snx8	ENSMUSG00000029560	Snx8	Gene Expression
Eif3b	ENSMUSG00000056076	Eif3b	Gene Expression
Gm4869	ENSMUSG00000106350	Gm4869	Gene Expression
Chst12	ENSMUSG00000036599	Chst12	Gene Expression
Grifin	ENSMUSG00000036586	Grifin	Gene Expression
Gm43703	ENSMUSG00000105699	Gm43703	Gene Expression
Lfng	ENSMUSG00000029570	Lfng	Gene Expression
Ttyh3	ENSMUSG00000036565	Ttyh3	Gene Expression
Iqce	ENSMUSG00000036555	Iqce	Gene Expression
Brat1	ENSMUSG00000000148	Brat1	Gene Expression
Amz1	ENSMUSG00000050022	Amz1	Gene Expression
Gna12	ENSMUSG00000000149	Gna12	Gene Expression
Card11	ENSMUSG00000036526	Card11	Gene Expression
Sdk1	ENSMUSG00000039683	Sdk1	Gene Expression
Gm6433	ENSMUSG00000083382	Gm6433	Gene Expression
Gm43708	ENSMUSG00000105873	Gm43708	Gene Expression
Gm43557	ENSMUSG00000105212	Gm43557	Gene Expression
Foxk1	ENSMUSG00000056493	Foxk1	Gene Expression
Ap5z1	ENSMUSG00000039623	Ap5z1	Gene Expression
Radil	ENSMUSG00000029576	Radil	Gene Expression
Papolb	ENSMUSG00000074817	Papolb	Gene Expression
Gm43037	ENSMUSG00000105213	Gm43037	Gene Expression
Mmd2	ENSMUSG00000039533	Mmd2	Gene Expression
Gm31274	ENSMUSG00000104978	Gm31274	Gene Expression
Wipi2	ENSMUSG00000029578	Wipi2	Gene Expression
Slc29a4	ENSMUSG00000050822	Slc29a4	Gene Expression
Tnrc18	ENSMUSG00000039477	Tnrc18	Gene Expression
Fbxl18	ENSMUSG00000066640	Fbxl18	Gene Expression
D430018E03Rik	ENSMUSG00000097559	D430018E03Rik	Gene Expression
Actb	ENSMUSG00000029580	Actb	Gene Expression
Fscn1	ENSMUSG00000029581	Fscn1	Gene Expression
Rnf216	ENSMUSG00000045078	Rnf216	Gene Expression
Gm43378	ENSMUSG00000106543	Gm43378	Gene Expression
Olfr718-ps1	ENSMUSG00000090981	Olfr718-ps1	Gene Expression
Rbakdn	ENSMUSG00000104529	Rbakdn	Gene Expression
Rbak	ENSMUSG00000061898	Rbak	Gene Expression
Spdye4b	ENSMUSG00000029586	Spdye4b	Gene Expression
Spdye4a	ENSMUSG00000039296	Spdye4a	Gene Expression
4930448H16Rik	ENSMUSG00000089879	4930448H16Rik	Gene Expression
Zfp12	ENSMUSG00000029587	Zfp12	Gene Expression
Zfp316	ENSMUSG00000046658	Zfp316	Gene Expression
BC030343	ENSMUSG00000105345	BC030343	Gene Expression
Zfp853	ENSMUSG00000093910	Zfp853	Gene Expression
E130309D02Rik	ENSMUSG00000039244	E130309D02Rik	Gene Expression
Gm42501	ENSMUSG00000105609	Gm42501	Gene Expression
Zdhhc4	ENSMUSG00000001844	Zdhhc4	Gene Expression
0610040B10Rik	ENSMUSG00000089889	0610040B10Rik	Gene Expression
Gm43397	ENSMUSG00000104875	Gm43397	Gene Expression
Grid2ip	ENSMUSG00000010825	Grid2ip	Gene Expression
Gm20635	ENSMUSG00000093720	Gm20635	Gene Expression
Gm42504	ENSMUSG00000106198	Gm42504	Gene Expression
9530056K15Rik	ENSMUSG00000045345	9530056K15Rik	Gene Expression
Kdelr2	ENSMUSG00000079111	Kdelr2	Gene Expression
Gm9497	ENSMUSG00000106068	Gm9497	Gene Expression
Daglb	ENSMUSG00000039206	Daglb	Gene Expression
Rac1	ENSMUSG00000001847	Rac1	Gene Expression
Fam220a	ENSMUSG00000083012	Fam220a	Gene Expression
Cyth3	ENSMUSG00000018001	Cyth3	Gene Expression
Usp42	ENSMUSG00000051306	Usp42	Gene Expression
D130017N08Rik	ENSMUSG00000097287	D130017N08Rik	Gene Expression
Gm42503	ENSMUSG00000104708	Gm42503	Gene Expression
Eif2ak1	ENSMUSG00000029613	Eif2ak1	Gene Expression
Ankrd61	ENSMUSG00000029607	Ankrd61	Gene Expression
Aimp2	ENSMUSG00000029610	Aimp2	Gene Expression
Pms2	ENSMUSG00000079109	Pms2	Gene Expression
Gm17135	ENSMUSG00000091351	Gm17135	Gene Expression
Gm42421	ENSMUSG00000104633	Gm42421	Gene Expression
Rsph10b	ENSMUSG00000075569	Rsph10b	Gene Expression
Ccz1	ENSMUSG00000029617	Ccz1	Gene Expression
Ocm	ENSMUSG00000029618	Ocm	Gene Expression
Lmtk2	ENSMUSG00000038970	Lmtk2	Gene Expression
Bhlha15	ENSMUSG00000052271	Bhlha15	Gene Expression
Tecpr1	ENSMUSG00000066621	Tecpr1	Gene Expression
Gm43267	ENSMUSG00000104662	Gm43267	Gene Expression
2900089D17Rik	ENSMUSG00000087484	2900089D17Rik	Gene Expression
Bri3	ENSMUSG00000047843	Bri3	Gene Expression
Baiap2l1	ENSMUSG00000038859	Baiap2l1	Gene Expression
Gm15708	ENSMUSG00000086894	Gm15708	Gene Expression
Dmrt1i	ENSMUSG00000104600	Dmrt1i	Gene Expression
Nptx2	ENSMUSG00000059991	Nptx2	Gene Expression
Gm6272	ENSMUSG00000082524	Gm6272	Gene Expression
Tmem130	ENSMUSG00000043388	Tmem130	Gene Expression
Trrap	ENSMUSG00000045482	Trrap	Gene Expression
Smurf1	ENSMUSG00000038780	Smurf1	Gene Expression
Kpna7	ENSMUSG00000038770	Kpna7	Gene Expression
Gm43563	ENSMUSG00000105177	Gm43563	Gene Expression
Gm4871	ENSMUSG00000061707	Gm4871	Gene Expression
Gm43562	ENSMUSG00000106393	Gm43562	Gene Expression
Gm43561	ENSMUSG00000105024	Gm43561	Gene Expression
1700018F24Rik	ENSMUSG00000029620	1700018F24Rik	Gene Expression
Arpc1a	ENSMUSG00000029621	Arpc1a	Gene Expression
Arpc1b	ENSMUSG00000029622	Arpc1b	Gene Expression
Pdap1	ENSMUSG00000029623	Pdap1	Gene Expression
Bud31	ENSMUSG00000038722	Bud31	Gene Expression
Ptcd1	ENSMUSG00000029624	Ptcd1	Gene Expression
Cpsf4	ENSMUSG00000029625	Cpsf4	Gene Expression
Atp5j2	ENSMUSG00000038690	Atp5j2	Gene Expression
Zkscan14	ENSMUSG00000029627	Zkscan14	Gene Expression
Zkscan5	ENSMUSG00000055991	Zkscan5	Gene Expression
Zfp655	ENSMUSG00000007812	Zfp655	Gene Expression
Zscan25	ENSMUSG00000070420	Zscan25	Gene Expression
Gm42636	ENSMUSG00000104682	Gm42636	Gene Expression
Cyp3a57	ENSMUSG00000070419	Cyp3a57	Gene Expression
Gm2314	ENSMUSG00000104644	Gm2314	Gene Expression
Gm42863	ENSMUSG00000105270	Gm42863	Gene Expression
Cyp3a11	ENSMUSG00000056035	Cyp3a11	Gene Expression
Gm43115	ENSMUSG00000105394	Gm43115	Gene Expression
Cyp3a25	ENSMUSG00000029630	Cyp3a25	Gene Expression
Gm5565	ENSMUSG00000104752	Gm5565	Gene Expression
Gm6309	ENSMUSG00000096798	Gm6309	Gene Expression
1700001J03Rik	ENSMUSG00000095040	1700001J03Rik	Gene Expression
B230303O12Rik	ENSMUSG00000106547	B230303O12Rik	Gene Expression
Gm34248	ENSMUSG00000105542	Gm34248	Gene Expression
Gm43625	ENSMUSG00000105636	Gm43625	Gene Expression
Rnf6	ENSMUSG00000029634	Rnf6	Gene Expression
Cdk8	ENSMUSG00000029635	Cdk8	Gene Expression
Gm15739	ENSMUSG00000080957	Gm15739	Gene Expression
Wasf3	ENSMUSG00000029636	Wasf3	Gene Expression
Gm6408	ENSMUSG00000096344	Gm6408	Gene Expression
Gm6370	ENSMUSG00000096527	Gm6370	Gene Expression
4930449I24Rik	ENSMUSG00000079093	4930449I24Rik	Gene Expression
Gm3402	ENSMUSG00000041505	Gm3402	Gene Expression
Gm3404	ENSMUSG00000079091	Gm3404	Gene Expression
Gm3409	ENSMUSG00000096664	Gm3409	Gene Expression
Gm8494	ENSMUSG00000094090	Gm8494	Gene Expression
Gpr12	ENSMUSG00000041468	Gpr12	Gene Expression
Gm34333	ENSMUSG00000105907	Gm34333	Gene Expression
4930573C15Rik	ENSMUSG00000106020	4930573C15Rik	Gene Expression
Usp12	ENSMUSG00000029640	Usp12	Gene Expression
1700041I07Rik	ENSMUSG00000104845	1700041I07Rik	Gene Expression
Rpl21	ENSMUSG00000041453	Rpl21	Gene Expression
Rasl11a	ENSMUSG00000029641	Rasl11a	Gene Expression
Gtf3a	ENSMUSG00000016503	Gtf3a	Gene Expression
Mtif3	ENSMUSG00000016510	Mtif3	Gene Expression
Lnx2	ENSMUSG00000016520	Lnx2	Gene Expression
Polr1d	ENSMUSG00000029642	Polr1d	Gene Expression
Rps10-ps4	ENSMUSG00000083988	Rps10-ps4	Gene Expression
Plut	ENSMUSG00000092570	Plut	Gene Expression
Pdx1	ENSMUSG00000029644	Pdx1	Gene Expression
Cdx2	ENSMUSG00000029646	Cdx2	Gene Expression
Urad	ENSMUSG00000075543	Urad	Gene Expression
Flt3	ENSMUSG00000042817	Flt3	Gene Expression
Gm26597	ENSMUSG00000097228	Gm26597	Gene Expression
Gm6054	ENSMUSG00000057157	Gm6054	Gene Expression
Gm29793	ENSMUSG00000107037	Gm29793	Gene Expression
D5Ertd605e	ENSMUSG00000106820	D5Ertd605e	Gene Expression
Gm43461	ENSMUSG00000107336	Gm43461	Gene Expression
Gm43460	ENSMUSG00000106891	Gm43460	Gene Expression
Pan3	ENSMUSG00000029647	Pan3	Gene Expression
Gm42883	ENSMUSG00000107085	Gm42883	Gene Expression
Flt1	ENSMUSG00000029648	Flt1	Gene Expression
Gm43156	ENSMUSG00000106845	Gm43156	Gene Expression
Gm43155	ENSMUSG00000107065	Gm43155	Gene Expression
Pomp	ENSMUSG00000029649	Pomp	Gene Expression
Slc46a3	ENSMUSG00000029650	Slc46a3	Gene Expression
Mtus2	ENSMUSG00000029651	Mtus2	Gene Expression
Gm10167	ENSMUSG00000066554	Gm10167	Gene Expression
Slc7a1	ENSMUSG00000041313	Slc7a1	Gene Expression
Ubl3	ENSMUSG00000001687	Ubl3	Gene Expression
1700013A02Rik	ENSMUSG00000106899	1700013A02Rik	Gene Expression
Gm29815	ENSMUSG00000107098	Gm29815	Gene Expression
2210417A02Rik	ENSMUSG00000086494	2210417A02Rik	Gene Expression
4930505K14Rik	ENSMUSG00000085740	4930505K14Rik	Gene Expression
Gm15407	ENSMUSG00000087647	Gm15407	Gene Expression
Katnal1	ENSMUSG00000041298	Katnal1	Gene Expression
Gm15406	ENSMUSG00000085237	Gm15406	Gene Expression
1810059H22Rik	ENSMUSG00000108207	1810059H22Rik	Gene Expression
Gm15409	ENSMUSG00000087272	Gm15409	Gene Expression
5930430L01Rik	ENSMUSG00000106951	5930430L01Rik	Gene Expression
Gm15411	ENSMUSG00000085971	Gm15411	Gene Expression
Gm15408	ENSMUSG00000086610	Gm15408	Gene Expression
Hmgb1	ENSMUSG00000066551	Hmgb1	Gene Expression
5730422E09Rik	ENSMUSG00000097191	5730422E09Rik	Gene Expression
Gm42788	ENSMUSG00000107388	Gm42788	Gene Expression
Gm8615	ENSMUSG00000024437	Gm8615	Gene Expression
Uspl1	ENSMUSG00000041264	Uspl1	Gene Expression
2310047D07Rik	ENSMUSG00000100783	2310047D07Rik	Gene Expression
Gm29264	ENSMUSG00000100465	Gm29264	Gene Expression
Gm24105	ENSMUSG00000092674	Gm24105	Gene Expression
Alox5ap	ENSMUSG00000060063	Alox5ap	Gene Expression
Gm19719	ENSMUSG00000107317	Gm19719	Gene Expression
Gm20488	ENSMUSG00000107314	Gm20488	Gene Expression
Medag	ENSMUSG00000029659	Medag	Gene Expression
Tex26	ENSMUSG00000029660	Tex26	Gene Expression
4933425D22Rik	ENSMUSG00000107164	4933425D22Rik	Gene Expression
Gm15997	ENSMUSG00000107132	Gm15997	Gene Expression
Wdr95	ENSMUSG00000029658	Wdr95	Gene Expression
Hsph1	ENSMUSG00000029657	Hsph1	Gene Expression
Gm20005	ENSMUSG00000106674	Gm20005	Gene Expression
Gm5566	ENSMUSG00000080002	Gm5566	Gene Expression
B3glct	ENSMUSG00000051950	B3glct	Gene Expression
Gm21221	ENSMUSG00000106740	Gm21221	Gene Expression
4930500F04Rik	ENSMUSG00000107214	4930500F04Rik	Gene Expression
Gm43450	ENSMUSG00000107279	Gm43450	Gene Expression
Gm36241	ENSMUSG00000107112	Gm36241	Gene Expression
Rxfp2	ENSMUSG00000053368	Rxfp2	Gene Expression
Gm42557	ENSMUSG00000107384	Gm42557	Gene Expression
Fry	ENSMUSG00000056602	Fry	Gene Expression
Gm36378	ENSMUSG00000107082	Gm36378	Gene Expression
Gm42556	ENSMUSG00000106719	Gm42556	Gene Expression
Gm18753	ENSMUSG00000107262	Gm18753	Gene Expression
Gm5	ENSMUSG00000106738	Gm5	Gene Expression
Zar1l	ENSMUSG00000056586	Zar1l	Gene Expression
Brca2	ENSMUSG00000041147	Brca2	Gene Expression
Gm25284	ENSMUSG00000095531	Gm25284	Gene Expression
Gm42529	ENSMUSG00000106764	Gm42529	Gene Expression
Gm42531	ENSMUSG00000107178	Gm42531	Gene Expression
N4bp2l1	ENSMUSG00000041132	N4bp2l1	Gene Expression
Gm43598	ENSMUSG00000106927	Gm43598	Gene Expression
Gm43597	ENSMUSG00000107096	Gm43597	Gene Expression
N4bp2l2	ENSMUSG00000029655	N4bp2l2	Gene Expression
Pds5b	ENSMUSG00000034021	Pds5b	Gene Expression
Gm43807	ENSMUSG00000107048	Gm43807	Gene Expression
Kl	ENSMUSG00000058488	Kl	Gene Expression
Stard13	ENSMUSG00000016128	Stard13	Gene Expression
5430435K18Rik	ENSMUSG00000107387	5430435K18Rik	Gene Expression
D730045B01Rik	ENSMUSG00000054622	D730045B01Rik	Gene Expression
1700028E10Rik	ENSMUSG00000097321	1700028E10Rik	Gene Expression
Vmn2r-ps25	ENSMUSG00000107123	Vmn2r-ps25	Gene Expression
Vmn2r-ps26	ENSMUSG00000106703	Vmn2r-ps26	Gene Expression
Vmn2r18	ENSMUSG00000091794	Vmn2r18	Gene Expression
Rfc3	ENSMUSG00000033970	Rfc3	Gene Expression
Gm43129	ENSMUSG00000107241	Gm43129	Gene Expression
Gm42642	ENSMUSG00000107185	Gm42642	Gene Expression
Gm42961	ENSMUSG00000106945	Gm42961	Gene Expression
Gm8579	ENSMUSG00000106779	Gm8579	Gene Expression
Gm43196	ENSMUSG00000107017	Gm43196	Gene Expression
Gm20559	ENSMUSG00000106734	Gm20559	Gene Expression
Gm43197	ENSMUSG00000107215	Gm43197	Gene Expression
Samd9l	ENSMUSG00000047735	Samd9l	Gene Expression
Hepacam2	ENSMUSG00000044156	Hepacam2	Gene Expression
Vps50	ENSMUSG00000001376	Vps50	Gene Expression
Gm43294	ENSMUSG00000107094	Gm43294	Gene Expression
Gng11	ENSMUSG00000032766	Gng11	Gene Expression
4930528H21Rik	ENSMUSG00000107681	4930528H21Rik	Gene Expression
Bet1	ENSMUSG00000032757	Bet1	Gene Expression
Gm44055	ENSMUSG00000108139	Gm44055	Gene Expression
Col1a2	ENSMUSG00000029661	Col1a2	Gene Expression
Gm43921	ENSMUSG00000107603	Gm43921	Gene Expression
Gm18289	ENSMUSG00000107828	Gm18289	Gene Expression
Gm26696	ENSMUSG00000097513	Gm26696	Gene Expression
Casd1	ENSMUSG00000015189	Casd1	Gene Expression
Gm44432	ENSMUSG00000107932	Gm44432	Gene Expression
Sgce	ENSMUSG00000004631	Sgce	Gene Expression
Peg10	ENSMUSG00000092035	Peg10	Gene Expression
Gm20714	ENSMUSG00000093570	Gm20714	Gene Expression
Gmfg-ps	ENSMUSG00000083041	Gmfg-ps	Gene Expression
Ppp1r9a	ENSMUSG00000032827	Ppp1r9a	Gene Expression
Gm26814	ENSMUSG00000097385	Gm26814	Gene Expression
Gm26736	ENSMUSG00000097464	Gm26736	Gene Expression
Gm26556	ENSMUSG00000097396	Gm26556	Gene Expression
Gm44250	ENSMUSG00000107881	Gm44250	Gene Expression
Pon3	ENSMUSG00000029759	Pon3	Gene Expression
Pon2	ENSMUSG00000032667	Pon2	Gene Expression
Gm44424	ENSMUSG00000107668	Gm44424	Gene Expression
Asb4	ENSMUSG00000042607	Asb4	Gene Expression
Pdk4	ENSMUSG00000019577	Pdk4	Gene Expression
Dync1i1	ENSMUSG00000029757	Dync1i1	Gene Expression
1700019G24Rik	ENSMUSG00000085416	1700019G24Rik	Gene Expression
Slc25a13	ENSMUSG00000015112	Slc25a13	Gene Expression
Gm20619	ENSMUSG00000093482	Gm20619	Gene Expression
Gm8649	ENSMUSG00000097669	Gm8649	Gene Expression
Gm8652	ENSMUSG00000097900	Gm8652	Gene Expression
Gm20685	ENSMUSG00000093380	Gm20685	Gene Expression
Sem1	ENSMUSG00000042541	Sem1	Gene Expression
Gm20618	ENSMUSG00000093675	Gm20618	Gene Expression
Gm18006	ENSMUSG00000093581	Gm18006	Gene Expression
Gm5873	ENSMUSG00000093651	Gm5873	Gene Expression
Dlx6os1	ENSMUSG00000090063	Dlx6os1	Gene Expression
Gm44094	ENSMUSG00000107967	Gm44094	Gene Expression
Dlx6	ENSMUSG00000029754	Dlx6	Gene Expression
Dlx6os2	ENSMUSG00000094868	Dlx6os2	Gene Expression
Dlx5	ENSMUSG00000029755	Dlx5	Gene Expression
Gm26774	ENSMUSG00000097356	Gm26774	Gene Expression
Sdhaf3	ENSMUSG00000042505	Sdhaf3	Gene Expression
Gm8669	ENSMUSG00000099178	Gm8669	Gene Expression
Gm19272	ENSMUSG00000098501	Gm19272	Gene Expression
Gm44046	ENSMUSG00000107517	Gm44046	Gene Expression
Gm44048	ENSMUSG00000107493	Gm44048	Gene Expression
Tac1	ENSMUSG00000061762	Tac1	Gene Expression
Asns	ENSMUSG00000029752	Asns	Gene Expression
1700012J15Rik	ENSMUSG00000107394	1700012J15Rik	Gene Expression
Gm8686	ENSMUSG00000107844	Gm8686	Gene Expression
C1galt1	ENSMUSG00000042460	C1galt1	Gene Expression
Gm43961	ENSMUSG00000107549	Gm43961	Gene Expression
Gm9825	ENSMUSG00000096403	Gm9825	Gene Expression
Col28a1	ENSMUSG00000068794	Col28a1	Gene Expression
Mios	ENSMUSG00000042447	Mios	Gene Expression
Rpa3	ENSMUSG00000012483	Rpa3	Gene Expression
Umad1	ENSMUSG00000089862	Umad1	Gene Expression
Gm45062	ENSMUSG00000107705	Gm45062	Gene Expression
Gm16055	ENSMUSG00000089890	Gm16055	Gene Expression
Gm8428	ENSMUSG00000089735	Gm8428	Gene Expression
Gm16043	ENSMUSG00000090151	Gm16043	Gene Expression
Gm24059	ENSMUSG00000088118	Gm24059	Gene Expression
A430035B10Rik	ENSMUSG00000087305	A430035B10Rik	Gene Expression
Glcci1	ENSMUSG00000029638	Glcci1	Gene Expression
Gm16042	ENSMUSG00000107724	Gm16042	Gene Expression
Ica1	ENSMUSG00000062995	Ica1	Gene Expression
Nxph1	ENSMUSG00000046178	Nxph1	Gene Expression
Gm35736	ENSMUSG00000107851	Gm35736	Gene Expression
Gm5110	ENSMUSG00000107459	Gm5110	Gene Expression
Gm43960	ENSMUSG00000108249	Gm43960	Gene Expression
Gm26058	ENSMUSG00000094367	Gm26058	Gene Expression
Gm8744	ENSMUSG00000108078	Gm8744	Gene Expression
Gm35822	ENSMUSG00000107847	Gm35822	Gene Expression
AA545190	ENSMUSG00000107948	AA545190	Gene Expression
Ndufa4	ENSMUSG00000029632	Ndufa4	Gene Expression
Phf14	ENSMUSG00000029629	Phf14	Gene Expression
Gm6578	ENSMUSG00000057223	Gm6578	Gene Expression
Thsd7a	ENSMUSG00000032625	Thsd7a	Gene Expression
Gm15529	ENSMUSG00000083620	Gm15529	Gene Expression
Tmem106b	ENSMUSG00000029571	Tmem106b	Gene Expression
1700016P04Rik	ENSMUSG00000101894	1700016P04Rik	Gene Expression
Tmem168	ENSMUSG00000029569	Tmem168	Gene Expression
Bmt2	ENSMUSG00000042742	Bmt2	Gene Expression
Gpr85	ENSMUSG00000048216	Gpr85	Gene Expression
2610001J05Rik	ENSMUSG00000052419	2610001J05Rik	Gene Expression
1110019D14Rik	ENSMUSG00000097616	1110019D14Rik	Gene Expression
