,gene,chrom
7220,Foxred1,chr9
7222,Foxred2,chr15
7224,Foxs1,chr2
7226,Fpgs,chr2
7228,Fpgt,chr3
7230,Fpr2,chr17
7232,Fras1,chr5
7234,Frat1,chr19
7236,Frat2,chr19
7238,Frg1,chr8
7240,Frk,chr10
7242,Frmd4a,chr2
7244,Frmd4b,chr6
7246,Frmd6,chr12
7248,Frmd8,chr19
7250,Frrs1,chr3
7252,Frs2,chr10
7254,Frs3,chr17
7256,Fryl,chr5
7258,Frzb,chr2
7260,Fscn1,chr5
7262,Fsd1,chr17
7264,Fsd1l,chr4
7266,Fsip1,chr2
7268,Fst,chr13
7270,Fstl1,chr16
7272,Fstl3,chr10
7274,Ftcd,chr10
7276,Fto,chr8
7278,Ftsj1,chrX
7280,Ftsj2,chr5
7282,Ftsj3,chr11
7284,Fubp1,chr3
7286,Fuca1,chr4
7288,Fuca2,chr10
7290,Fuk,chr8
7292,Fundc1,chrX
7294,Fundc2,chrX
7296,Furin,chr7
7298,Fus,chr7
7300,Fut10,chr8
7302,Fut11,chr14
7304,Fut4,chr9
7306,Fut8,chr12
7308,Fuz,chr7
7310,Fv1,chr4
7312,Fxn,chr19
7314,Fxr1,chr3
7316,Fxr2,chr11
7318,Fxyd2,chr9
7320,Fxyd5,chr7
7322,Fxyd6,chr9
7324,Fyb,chr15
7326,Fyco1,chr9
7328,Fyn,chr10
7330,Fyttd1,chr16
7332,Fzd1,chr5
7334,Fzd2,chr11
7336,Fzd3,chr14
7338,Fzd4,chr7
7340,Fzd5,chr1
7342,Fzd6,chr15
7344,Fzd7,chr1
7346,Fzd8,chr18
7348,G2e3,chr12
7350,G3bp1,chr11
7352,G3bp2,chr5
7354,G530011O06Rik,chrX
7356,G630090E17Rik,chr10
7358,G6pc3,chr11
7360,G6pdx,chrX
7362,Gaa,chr11
7364,Gab1,chr8
7366,Gab2,chr7
7368,Gabarapl1,chr6
7370,Gabarapl2,chr8
7372,Gabbr1,chr17
7374,Gabpa,chr16
7376,Gabpb1,chr2
7378,Gabpb2,chr3
7380,Gabra3,chrX
7382,Gad1,chr2
7384,Gadd45a,chr6
7386,Gadd45b,chr10
7388,Gadd45g,chr13
7390,Gadd45gip1,chr8
7392,Gak,chr5
7394,Galc,chr12
7396,Gale,chr4
7398,Galk1,chr11
7400,Galk2,chr2
7402,Galm,chr17
7404,Galns,chr8
7406,Galnt10,chr11
7408,Galnt11,chr5
7410,Galnt12,chr4
7412,Galnt13,chr2
7414,Galnt14,chr17
7416,Galnt1,chr18
7418,Galnt2,chr8
7420,Galnt3,chr2
7422,Galnt4,chr10
7424,Galnt7,chr8
7426,Galnt9,chr5
7428,Gan,chr8
7430,Ganab,chr19
7432,Ganc,chr2
7434,Gap43,chr16
7436,Gapvd1,chr2
7438,Gar1,chr3
7440,Garnl3,chr2
7442,Gars,chr6
7444,Gart,chr16
7446,Gas1,chr13
7448,Gas2,chr7
7450,Gas2l1,chr11
7452,Gas2l3,chr10
7454,Gas5,chr1
7456,Gas6,chr8
7458,Gas7,chr11
7460,Gas8,chr8
7462,Gata2,chr6
7464,Gata3,chr2
7466,Gata6,chr18
7468,Gatad2a,chr8
7470,Gatad2b,chr3
7472,Gatc,chr5
7474,Gatm,chr2
7476,Gatsl2,chr5
7478,Gatsl3,chr11
7480,Gba2,chr4
7482,Gba,chr3
7484,Gbas,chr5
7486,Gbe1,chr16
7488,Gbf1,chr19
7490,Gbp2,chr3
7492,Gbp3,chr3
7494,Gbp7,chr3
7496,Gca,chr2
7498,Gcat,chr15
7500,Gcc1,chr6
7502,Gcc2,chr10
7504,Gcdh,chr8
7506,Gch1,chr14
7508,Gchfr,chr2
7510,Gck,chr11
7512,Gclc,chr9
7514,Gclm,chr3
7516,Gcn1l1,chr5
7518,Gcnt1,chr19
7520,Gcnt2,chr13
7522,Gcnt4,chr13
7524,Gcsh,chr8
7526,Gda,chr19
7528,Gdap1,chr1
7530,Gdap1l1,chr2
7532,Gdap2,chr3
7534,Gde1,chr7
7536,Gdf10,chr14
7538,Gdf15,chr8
7540,Gdi1,chrX
7542,Gdi2,chr13
7544,Gdnf,chr15
7546,Gdpd1,chr11
7548,Gdpd3,chr7
7550,Gdpd5,chr7
7552,Gem,chr4
7554,Gemin4,chr11
7556,Gemin6,chr17
7558,Gemin7,chr7
7560,Gemin8,chrX
7562,Gen1,chr12
7564,Get4,chr5
7566,Gfer,chr17
7568,Gfi1,chr5
7570,Gfm1,chr3
7572,Gfm2,chr13
7574,Gfod1,chr13
7576,Gfod2,chr8
7578,Gfpt1,chr6
7580,Gfpt2,chr11
7582,Gfra4,chr2
7584,Gga1,chr15
7586,Gga2,chr7
7588,Ggct,chr6
7590,Ggcx,chr6
7592,Ggh,chr4
7594,Ggnbp1,chr17
7596,Ggnbp2,chr11
7598,Ggps1,chr13
7600,Ggt5,chr10
7602,Ggt7,chr2
7604,Ggta1,chr2
7606,Ghdc,chr11
7608,Ghitm,chr14
7610,Ghr,chr15
7612,Gigyf1,chr5
7614,Gigyf2,chr1
7616,Gimap6,chr6
7618,Gimap9,chr6
7620,Gin1,chr1
7622,Gins1,chr2
7624,Gins2,chr8
7626,Gins4,chr8
7628,Gipc1,chr8
7630,Git1,chr11
7632,Git2,chr5
7634,Gja1,chr10
7636,Gja4,chr4
7638,Gjb2,chr14
7640,Gjb3,chr4
7642,Gjb4,chr4
7644,Gjb5,chr4
7646,Gjc1,chr11
7648,Gk5,chr9
7650,Gkap1,chr13
7652,Gla,chrX
7654,Glb1,chr9
7656,Glb1l,chr1
7658,Glcci1,chr6
7660,Glce,chr9
7662,Gldc,chr19
7664,Gldn,chr9
7666,Gle1,chr2
7668,Gli2,chr1
7670,Gli3,chr13
7672,Glipr1,chr10
7674,Glipr2,chr4
7676,Glis1,chr4
7678,Glis2,chr16
7680,Glis3,chr19
7682,Glmn,chr5
7684,Glod4,chr11
7686,Glrb,chr3
7688,Glrx2,chr1
7690,Glrx3,chr7
7692,Glrx5,chr12
7694,Gls2,chr10
7696,Gls,chr1
7698,Glt25d1,chr8
7700,Glt28d2,chr3
7702,Glt8d1,chr14
7704,Glt8d2,chr10
7706,Gltp,chr5
7708,Gltpd1,chr4
7710,Gltpd2,chr11
7712,Gltscr1,chr7
7714,Gltscr2,chr7
7716,Glud1,chr14
7718,Glul,chr1
7720,Glyctk,chr9
7722,Glyr1,chr16
7724,Gm10033,chr8
7726,Gm10069,chr6
7728,Gm10125,chr18
7730,Gm10190,chr17
7732,Gm10516,chr1
7734,Gm10548,chr18
7736,Gm10653,chr9
7738,Gm10767,chr13
7740,Gm10785,chr16
7742,Gm10941,chr10
7744,Gm11110,chr17
7746,Gm11517,chr11
7748,Gm11627,chr11
7750,Gm11744,chr11
7752,Gm12216,chr11
7754,Gm12504,chr4
7756,Gm12603,chr4
7758,Gm12942,chr4
7760,Gm13375,chr2
7762,Gm14005,chr2
7764,Gm14057,chr2
7766,Gm14137,chr2
7768,Gm15708,chr5
7770,Gm16039,chr6
7772,Gm16386,chr17
7774,Gm1673,chr5
7776,Gm17762,chr2
7778,Gm19589,chr1
7780,Gm19897,chr7
7782,Gm20125,chr10
7784,Gm2694,chr8
7786,Gm2a,chr11
7788,Gm4013,chr18
7790,Gm4532,chr7
7792,Gm4832,chr17
7794,Gm4925,chr10
7796,Gm4944,chr17
7798,Gm5113,chr7
7800,Gm527,chr12
7802,Gm53,chr11
7804,Gm5577,chr6
7806,Gm5595,chr7
7808,Gm5617,chr9
7810,Gm5779,chr10
7812,Gm5820,chr18
7814,Gm608,chr16
7816,Gm6484,chr9
7818,Gm6498,chr14
7820,Gm6525,chr3
7822,Gm6548,chr17
7824,Gm6634,chr3
7826,Gm6642,chr19
7828,Gm6654,chr6
7830,Gm6787,chrX
7832,Gm684,chr9
7834,Gm6878,chr14
7836,Gm7120,chr13
7838,Gm7244,chr9
7840,Gm7694,chr1
7842,Gm8883,chr1
7844,Gm9079,chr10
7846,Gmcl1,chr6
7848,Gmds,chr13
7850,Gmeb1,chr4
7852,Gmeb2,chr2
7854,Gmfb,chr14
7856,Gmip,chr8
7858,Gmnn,chr13
7860,Gmppa,chr1
7862,Gmppb,chr9
7864,Gmpr2,chr14
7866,Gmpr,chr13
7868,Gmps,chr3
7870,Gna11,chr10
7872,Gna12,chr5
7874,Gna13,chr11
7876,Gnai1,chr5
7878,Gnai2,chr9
7880,Gnai3,chr3
7882,Gnal,chr18
7884,Gnao1,chr8
7886,Gnaq,chr19
7888,Gnas,chr2
7890,Gnat2,chr3
7892,Gnaz,chr10
7894,Gnb1l,chr16
7896,Gnb2,chr5
7898,Gnb2l1,chr11
7900,Gnb4,chr3
7902,Gnb5,chr9
7904,Gne,chr4
7906,Gng10,chr4
7908,Gng11,chr6
7910,Gng12,chr6
7912,Gng2,chr14
7914,Gng3,chr19
7916,Gng7,chr10
7918,Gng8,chr7
7920,Gngt2,chr11
7922,Gnl1,chr17
7924,Gnl2,chr4
7926,Gnl3,chr14
7928,Gnl3l,chrX
7930,Gnpat,chr8
7932,Gnpda1,chr18
7934,Gnpda2,chr5
7936,Gnpnat1,chr14
7938,Gnptab,chr10
7940,Gnptg,chr17
7942,Gns,chr10
7944,Golga1,chr2
7946,Golga2,chr2
7948,Golga3,chr5
7950,Golga4,chr9
7952,Golga5,chr12
7954,Golgb1,chr16
7956,Golim4,chr3
7958,Golm1,chr13
7960,Golph3,chr15
7962,Golph3l,chr3
7964,Golt1b,chr6
7966,Gon4l,chr3
7968,Gopc,chr10
7970,Gorab,chr1
7972,Gorasp1,chr9
7974,Gorasp2,chr2
7976,Gosr1,chr11
7978,Gosr2,chr11
7980,Got1,chr19
7982,Got2,chr8
7984,Gp1bb,chr16
7986,Gpam,chr19
7988,Gpank1,chr17
7990,Gpatch1,chr7
7992,Gpatch2,chr1
7994,Gpatch3,chr4
7996,Gpatch4,chr3
7998,Gpatch8,chr11
8000,Gpbp1,chr13
8002,Gpbp1l1,chr4
8004,Gpc1,chr1
8006,Gpc2,chr5
8008,Gpc3,chrX
8010,Gpc4,chrX
8012,Gpc6,chr14
8014,Gpcpd1,chr2
8016,Gpd1,chr15
8018,Gpd1l,chr9
8020,Gpd2,chr2
8022,Gpha2,chr19
8024,Gphn,chr12
8026,Gpi1,chr7
8028,Gpkow,chrX
8030,Gpld1,chr13
8032,Gpn1,chr5
8034,Gpn2,chr4
8036,Gpn3,chr5
8038,Gpnmb,chr6
8040,Gpr107,chr2
8042,Gpr114,chr8
8044,Gpr116,chr17
8046,Gpr123,chr7
8048,Gpr124,chr8
8050,Gpr125,chr5
8052,Gpr126,chr10
8054,Gpr133,chr5
8056,Gpr135,chr12
8058,Gpr137,chr19
8060,Gpr153,chr4
8062,Gpr155,chr2
8064,Gpr157,chr4
8066,Gpr161,chr1
8068,Gpr176,chr2
8070,Gpr180,chr14
8072,Gpr183,chr14
8074,Gpr19,chr6
8076,Gpr1,chr1
8078,Gpr35,chr1
8080,Gpr39,chr1
8082,Gpr56,chr8
8084,Gpr64,chrX
8086,Gpr68,chr12
8088,Gpr85,chr6
8090,Gpr89,chr3
8092,Gprasp1,chrX
8094,Gprc5a,chr6
8096,Gprc5b,chr7
8098,Gprc5c,chr11
8100,Gpsm1,chr2
8102,Gpsm2,chr3
8104,Gpsm3,chr17
8106,Gpt2,chr8
8108,Gpx3,chr11
8110,Gpx7,chr4
8112,Gpx8,chr13
8114,Gramd1a,chr7
8116,Gramd1b,chr9
8118,Gramd1c,chr16
8120,Gramd3,chr18
8122,Gramd4,chr15
8124,Grb10,chr11
8126,Grb14,chr2
8128,Grb2,chr11
8130,Greb1l,chr18
8132,Grem1,chr2
8134,Grem2,chr1
8136,Grhl1,chr12
8138,Grhpr,chr4
8140,Gria3,chrX
8142,Grina,chr15
8144,Grip1,chr10
8146,Gripap1,chrX
8148,Grk4,chr5
8150,Grk5,chr19
8152,Grk6,chr13
8154,Grpel2,chr18
8156,Grsf1,chr5
8158,Grtp1,chr8
8160,Grwd1,chr7
8162,Gsdmd,chr15
8164,Gse1,chr8
8166,Gsg2,chr11
8168,Gsk3b,chr16
8170,Gsn,chr2
8172,Gspt1,chr16
8174,Gspt2,chrX
8176,Gsr,chr8
8178,Gss,chr2
8180,Gsta4,chr9
8182,Gstcd,chr3
8184,Gstk1,chr6
8186,Gstm1,chr3
8188,Gstm4,chr3
8190,Gstm5,chr3
8192,Gstm7,chr3
8194,Gsto1,chr19
8196,Gsto2,chr19
8198,Gstt2,chr10
8200,Gstz1,chr12
8202,Gt(ROSA)26Sor,chr6
8204,Gtf2a1,chr12
8206,Gtf2b,chr3
8208,Gtf2e1,chr16
8210,Gtf2e2,chr8
8212,Gtf2f1,chr17
8214,Gtf2f2,chr14
8216,Gtf2h1,chr7
8218,Gtf2h2,chr13
8220,Gtf2h3,chr5
8222,Gtf2h5,chr17
8224,Gtf2i,chr5
8226,Gtf2ird1,chr5
8228,Gtf2ird2,chr5
8230,Gtf3a,chr5
8232,Gtf3c1,chr7
8234,Gtf3c2,chr5
8236,Gtf3c3,chr1
8238,Gtf3c4,chr2
8240,Gtf3c5,chr2
8242,Gtf3c6,chr10
8244,Gtl3,chr8
8246,Gtpbp10,chr5
8248,Gtpbp1,chr15
8250,Gtpbp2,chr17
8252,Gtpbp4,chr13
8254,Gtpbp6,chr5
8256,Gtpbp8,chr16
8258,Gtse1,chr15
8260,Guca1b,chr17
8262,Gucy1a2,chr9
8264,Gucy1b3,chr3
8266,Guf1,chr5
8268,Guk1,chr11
8270,Gulp1,chr1
8272,Gusb,chr5
8274,Gxylt1,chr15
8276,Gxylt2,chr6
8278,Gyg,chr3
8280,Gyk,chrX
8282,Gypc,chr18
8284,Gys1,chr7
8286,Gzf1,chr2
8288,Gzmc,chr14
8290,Gzme,chr14
8292,H13,chr2
8294,H1f0,chr15
8296,H1fx,chr6
8298,H2-Ab1,chr17
8300,H2-DMa,chr17
8302,H2-DMb1,chr17
8304,H2-Eb1,chr17
8306,H2-M3,chr17
8308,H2-Q10,chr17
8310,H2-T24,chr17
8312,H2afv,chr11
8314,H2afy2,chr10
8316,H2afy3,chr15
8318,H2afy,chr13
8320,H3f3b,chr11
8322,Haao,chr17
8324,Hace1,chr10
8326,Hacl1,chr14
8328,Hadh,chr3
8330,Hadha,chr5
8332,Hal,chr10
8334,Hapln4,chr8
8336,Harbi1,chr2
8338,Hars2,chr18
8340,Hars,chr18
8342,Has1,chr17
8344,Has2,chr15
8346,Hat1,chr2
8348,Haus1,chr18
8350,Haus2,chr2
8352,Haus3,chr5
8354,Haus4,chr14
8356,Haus5,chr7
8358,Haus6,chr4
8360,Haus7,chrX
8362,Haus8,chr8
8364,Havcr1,chr11
8366,Havcr2,chr11
8368,Hbegf,chr18
8370,Hbp1,chr12
8372,Hccs,chrX
8374,Hcfc1,chrX
8376,Hcfc1r1,chr17
8378,Hcfc2,chr10
8380,Hck,chr2
8382,Hcn2,chr10
8384,Hcn3,chr3
8386,Hdac11,chr6
8388,Hdac1,chr4
8390,Hdac2,chr10
8392,Hdac3,chr18
8394,Hdac4,chr1
8396,Hdac5,chr11
8398,Hdac6,chrX
8400,Hdac7,chr15
8402,Hdac9,chr12
8404,Hddc2,chr10
8406,Hddc3,chr7
8408,Hdgf,chr3
8410,Hdgfrp2,chr17
8412,Hdgfrp3,chr7
8414,Hdhd2,chr18
8416,Hdlbp,chr1
8418,Heatr1,chr13
8420,Heatr2,chr5
8422,Heatr3,chr8
8424,Heatr5a,chr12
8426,Heatr5b,chr17
8428,Heatr6,chr11
8430,Hebp1,chr6
8432,Hebp2,chr10
8434,Heca,chr10
8436,Hectd1,chr12
8438,Hectd2,chr19
8440,Hectd3,chr4
8442,Hecw1,chr13
8444,Hecw2,chr1
8446,Heg1,chr16
8448,Helb,chr10
8450,Hells,chr19
8452,Helq,chr5
8454,Helz,chr11
8456,Hemk1,chr9
8458,Heph,chrX
8460,Herc1,chr9
8462,Herc2,chr7
8464,Herc3,chr6
8466,Herc4,chr10
8468,Herc6,chr6
8470,Herpud2,chr9
8472,Hexa,chr9
8474,Hexb,chr13
8476,Hexdc,chr11
8478,Hexim2,chr11
8480,Hey1,chr3
8482,Hey2,chr10
8484,Hgf,chr5
8486,Hgsnat,chr8
8488,Hhat,chr1
8490,Hhex,chr19
8492,Hhipl1,chr12
8494,Hiat1,chr3
8496,Hiatl1,chr13
8498,Hibadh,chr6
8500,Hibch,chr1
8502,Hic1,chr11
8504,Hic2,chr16
8506,Hif1an,chr19
8508,Higd1a,chr9
8510,Higd2a,chr13
8512,Hinfp,chr9
8514,Hint1,chr11
8516,Hint3,chr10
8518,Hip1,chr5
8520,Hip1r,chr5
8522,Hipk1,chr3
8524,Hipk2,chr6
8526,Hipk3,chr2
8528,Hira,chr16
8530,Hirip3,chr7
8532,Hist1h1b,chr13
8534,Hist1h1e,chr13
8536,Hist1h2ai,chr13
8538,Hist1h2an,chr13
8540,Hist1h2bp,chr13
8542,Hist1h3i,chr13
8544,Hist3h2a,chr11
8546,Hivep1,chr13
8548,Hivep2,chr10
8550,Hivep3,chr4
8552,Hk1,chr10
8554,Hk2,chr6
8556,Hlcs,chr16
8558,Hlf,chr11
8560,Hltf,chr3
8562,Hlx,chr1
8564,Hmbox1,chr14
8566,Hmcn1,chr1
8568,Hmg20a,chr9
8570,Hmga1,chr17
8572,Hmga2-ps1,chr1
8574,Hmga2,chr10
8576,Hmgb2,chr8
8578,Hmgb3,chrX
8580,Hmgcl,chr4
8582,Hmgcll1,chr9
8584,Hmgcr,chr13
8586,Hmgn1,chr16
8588,Hmgn3,chr9
8590,Hmgn5,chrX
8592,Hmgxb3,chr18
8594,Hmgxb4,chr8
8596,Hmha1,chr10
8598,Hmmr,chr11
8600,Hmox1,chr8
8602,Hn1l,chr17
8604,Hnf1a,chr5
8606,Hnmt,chr2
8608,Hnrnpa0,chr13
8610,Hnrnpa1,chr15
8612,Hnrnpa2b1,chr6
8614,Hnrnpab,chr11
8616,Hnrnpc,chr14
8618,Hnrnpd,chr5
8620,Hnrnpf,chr6
8622,Hnrnph1,chr11
8624,Hnrnph3,chr10
8626,Hnrnpl,chr7
8628,Hnrnpm,chr17
8630,Hnrnpr,chr4
8632,Hnrnpul1,chr7
8634,Hnrnpul2,chr19
8636,Hoga1,chr19
8638,Homer1,chr13
8640,Homer2,chr7
8642,Homer3,chr8
8644,Homez,chr14
8646,Hook2,chr8
8648,Hook3,chr8
8650,Hopx,chr5
8652,Hoxa10,chr6
8654,Hoxa11,chr6
8656,Hoxa1,chr6
8658,Hoxa4,chr6
8660,Hoxa5,chr6
8662,Hoxa7,chr6
8664,Hoxa9,chr6
8666,Hoxb13,chr11
8668,Hoxb2,chr11
8670,Hoxb4,chr11
8672,Hoxb5,chr11
8674,Hoxb6,chr11
8676,Hoxb7,chr11
8678,Hoxb9,chr11
8680,Hoxc10,chr15
8682,Hoxc13,chr15
8684,Hp1bp3,chr4
8686,Hp,chr8
8688,Hpcal1,chr12
8690,Hpdl,chr4
8692,Hpgd,chr8
8694,Hpgds,chr6
8696,Hprt,chrX
8698,Hps1,chr19
8700,Hps3,chr3
8702,Hps4,chr5
8704,Hps5,chr7
8706,Hps6,chr19
8708,Hpse,chr5
8710,Hpx,chr7
8712,Hr,chr14
8714,Hrasls,chr16
8716,Hrct1,chr4
8718,Hs1bp3,chr12
8720,Hs2st1,chr3
8722,Hs3st1,chr5
8724,Hs3st3b1,chr11
8726,Hs6st1,chr1
8728,Hsbp1,chr8
8730,Hsbp1l1,chr18
8732,Hscb,chr5
8734,Hsd11b1,chr1
8736,Hsd17b10,chrX
8738,Hsd17b11,chr5
8740,Hsd17b12,chr2
8742,Hsd17b1,chr11
8744,Hsd17b4,chr18
8746,Hsd17b7,chr1
8748,Hsdl1,chr8
8750,Hsdl2,chr4
8752,Hsf1,chr15
8754,Hsf2,chr10
8756,Hsf2bp,chr17
8758,Hsf4,chr8
8760,Hsp90aa1,chr12
8762,Hsp90b1,chr10
8764,Hspa12a,chr19
8766,Hspa12b,chr2
8768,Hspa13,chr16
8770,Hspa14,chr2
8772,Hspa2,chr12
8774,Hspa4,chr11
8776,Hspa4l,chr3
8778,Hspa5,chr2
8780,Hspa8,chr9
8782,Hspa9,chr18
8784,Hspb11,chr4
8786,Hspb1,chr5
8788,Hspb2,chr9
8790,Hspb3,chr13
8792,Hspb6,chr7
8794,Hspb7,chr4
8796,Hspb8,chr5
8798,Hspbap1,chr16
8800,Hspbp1,chr7
8802,Hspe1,chr1
8804,Hspg2,chr4
8806,Hsph1,chr5
8808,Htatip2,chr7
8810,Htatsf1,chrX
8812,Htr1d,chr4
8814,Htr2b,chr1
8816,Htr7,chr19
8818,Htra1,chr7
8820,Htra2,chr6
8822,Htra3,chr5
8824,Htt,chr5
8826,Hunk,chr16
8828,Hus1,chr11
8830,Huwe1,chrX
8832,Hvcn1,chr5
8834,Hyi,chr4
8836,Hyls1,chr9
8838,Iah1,chr12
8840,Iars2,chr1
8842,Iars,chr13
8844,Ibtk,chr9
8846,Ica1,chr6
8848,Ica1l,chr1
8850,Icam1,chr9
8852,Icam5,chr9
8854,Ick,chr9
8856,Icmt,chr4
8858,Icosl,chr10
8860,Ict1,chr11
8862,Id1,chr2
8864,Id3,chr4
8866,Id4,chr13
8868,Ide,chr19
8870,Idh2,chr7
8872,Idh3a,chr9
8874,Idh3b,chr2
8876,Idh3g,chrX
8878,Idi1,chr13
8880,Ids,chrX
8882,Idua,chr5
8884,Ier2,chr8
8886,Ier3ip1,chr18
8888,Ier5,chr1
8890,Ier5l,chr2
8892,Iffo1,chr6
8894,Iffo2,chr4
8896,Ifi27l2a,chr12
8898,Ifi35,chr11
8900,Ifi47,chr11
8902,Ifih1,chr2
8904,Ifit1,chr19
8906,Ifit2,chr19
8908,Ifitm3,chr7
8910,Ifnar1,chr16
8912,Ifnar2,chr16
8914,Ifngr1,chr10
8916,Ifngr2,chr16
8918,Ifrd1,chr12
8920,Ift122,chr6
8922,Ift140,chr17
8924,Ift172,chr5
8926,Ift27,chr15
8928,Ift46,chr9
8930,Ift52,chr2
8932,Ift57,chr16
8934,Ift74,chr4
8936,Ift80,chr3
8938,Ift81,chr5
8940,Ift88,chr14
8942,Igbp1,chrX
8944,Igdcc4,chr9
8946,Igf1,chr10
8948,Igf1r,chr7
8950,Igf2bp1,chr11
8952,Igf2bp2,chr16
8954,Igf2bp3,chr6
8956,Igf2r,chr17
8958,Igfbp2,chr1
8960,Igfbp3,chr11
8962,Igfbp4,chr11
8964,Igfbp5,chr1
8966,Igfbp6,chr15
8968,Igfbp7,chr5
8970,Ighmbp2,chr19
8972,Igsf11,chr16
8974,Igsf3,chr3
8976,Igsf8,chr1
8978,Ik,chr18
8980,Ikbip,chr10
8982,Ikbkap,chr4
8984,Ikbkb,chr8
8986,Ikbke,chr1
8988,Ikbkg,chrX
8990,Ikzf2,chr1
8992,Ikzf5,chr7
8994,Il10rb,chr16
8996,Il11,chr7
8998,Il13ra1,chrX
9000,Il15,chr8
9002,Il15ra,chr2
9004,Il17ra,chr6
9006,Il17rd,chr14
9008,Il18,chr9
9010,Il18bp,chr7
9012,Il18rap,chr1
9014,Il1r1,chr1
9016,Il1rap,chr16
9018,Il1rl1,chr1
9020,Il1rl2,chr1
9022,Il1rn,chr2
9024,Il20ra,chr10
9026,Il20rb,chr9
9028,Il27ra,chr8
9030,Il2rg,chrX
9032,Il34,chr8
9034,Il3ra,chr14
9036,Il4ra,chr7
9038,Il6,chr5
9040,Il6ra,chr3
9042,Il6st,chr13
9044,Il7,chr3
9046,Ildr2,chr1
9048,Ilf2,chr3
9050,Ilf3,chr9
9052,Ilk,chr7
9054,Ilkap,chr1
9056,Ilvbl,chr10
9058,Immp1l,chr2
9060,Immp2l,chr12
9062,Immt,chr6
9064,Imp3,chr9
9066,Imp4,chr1
9068,Impa1,chr3
9070,Impa2,chr18
9072,Impact,chr18
9074,Impad1,chr4
9076,Impdh1,chr6
9078,Inadl,chr4
9080,Inca1,chr11
9082,Incenp,chr19
9084,Inf2,chr12
9086,Ing1,chr8
9088,Ing2,chr8
9090,Ing3,chr6
9092,Ing4,chr6
9094,Inha,chr1
9096,Inhba,chr13
9098,Inhbb,chr1
9100,Ino80,chr2
9102,Ino80c,chr18
9104,Ino80d,chr1
9106,Ino80e,chr7
9108,Inpp1,chr1
9110,Inpp4a,chr1
9112,Inpp4b,chr8
9114,Inpp5a,chr7
9116,Inpp5b,chr4
9118,Inpp5e,chr2
9120,Inpp5f,chr7
9122,Inpp5k,chr11
9124,Inppl1,chr7
9126,Insig2,chr1
9128,Insl6,chr19
9130,Insr,chr8
9132,Ints10,chr8
9134,Ints12,chr3
9136,Ints1,chr5
9138,Ints2,chr11
9140,Ints3,chr3
9142,Ints4,chr7
9144,Ints5,chr19
9146,Ints6,chr14
9148,Ints7,chr1
9150,Ints8,chr4
9152,Ints9,chr14
9154,Intu,chr3
9156,Invs,chr4
9158,Ip6k1,chr9
9160,Ipmk,chr10
9162,Ipo11,chr13
9164,Ipo13,chr4
9166,Ipo4,chr14
9168,Ipo5,chr14
9170,Ipo7,chr7
9172,Ipo8,chr6
9174,Ipo9,chr1
9176,Ipp,chr4
9178,Iqcc,chr4
9180,Iqcd,chr5
9182,Iqce,chr5
9184,Iqcg,chr16
9186,Iqck,chr7
9188,Iqgap1,chr7
9190,Iqgap2,chr13
9192,Iqgap3,chr3
9194,Iqsec1,chr6
9196,Iqsec2,chrX
9198,Irak1,chrX
9200,Irak1bp1,chr9
9202,Irak2,chr6
9204,Irak3,chr10
9206,Irak4,chr15
9208,Ireb2,chr9
9210,Irf1,chr11
9212,Irf2,chr8
9214,Irf2bp1,chr7
9216,Irf2bp2,chr8
9218,Irf3,chr7
9220,Irf5,chr6
9222,Irf7,chr7
9224,Irf8,chr8
9226,Irf9,chr14
9228,Irgm1,chr11
9230,Irgq,chr7
9232,Irs1,chr1
9234,Irs2,chr8
9236,Irx2,chr13
9238,Irx3,chr8
9240,Irx5,chr8
9242,Isca1,chr13
9244,Isca2,chr12
9246,Iscu,chr5
9248,Isg15,chr4
9250,Isg20,chr7
9252,Isg20l2,chr3
9254,Islr,chr9
9256,Ism1,chr2
9258,Isoc1,chr18
9260,Isoc2a,chr7
9262,Isoc2b,chr7
9264,Ispd,chr12
9266,Isy1,chr6
9268,Isyna1,chr8
9270,Itch,chr2
9272,Itfg1,chr8
9274,Itfg2,chr6
9276,Itfg3,chr17
9278,Itga10,chr3
9280,Itga11,chr9
9282,Itga1,chr13
9284,Itga2b,chr11
9286,Itga3,chr11
9288,Itga5,chr15
9290,Itga6,chr2
9292,Itga7,chr10
9294,Itga8,chr2
9296,Itga9,chr9
9298,Itgav,chr2
9300,Itgb1,chr8
9302,Itgb1bp1,chr12
9304,Itgb2,chr10
9306,Itgb3,chr11
9308,Itgb3bp,chr4
9310,Itgb4,chr11
9312,Itgb5,chr16
9314,Itgb7,chr15
9316,Itgbl1,chr14
9318,Itih2,chr2
9320,Itih5,chr2
9322,Itm2a,chrX
9324,Itm2b,chr14
9326,Itm2c,chr1
9328,Itpa,chr2
9330,Itpk1,chr12
9332,Itpkb,chr1
9334,Itpkc,chr7
9336,Itpr1,chr6
9338,Itpr2,chr6
9340,Itpr3,chr17
9342,Itprip,chr19
9344,Itpripl1,chr2
9346,Itpripl2,chr7
9348,Itsn1,chr16
9350,Itsn2,chr12
9352,Ivd,chr2
9354,Ivns1abp,chr1
9356,Iws1,chr18
9358,Jag1,chr2
9360,Jagn1,chr6
9362,Jak1,chr4
9364,Jak2,chr19
9366,Jak3,chr8
9368,Jam2,chr16
9370,Jarid2,chr13
9372,Jazf1,chr6
9374,Jdp2,chr12
9376,Jkamp,chr12
